,ListingNumber,ListingCreationDate,CreditGrade,Term,LoanStatus,ClosedDate,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),Occupation,EmploymentStatus,IsBorrowerHomeowner,Duration,months,Rating
79047,517544,2011-07-21 12:08:50.253,,36,Chargedoff,2013-02-17 00:00:00.000,3.0,4.0,6,Professional,Full-time,True,576.0,19.0,3.0
31425,517557,2011-07-21 12:12:09.733,,36,Chargedoff,2012-06-13 00:00:00.000,5.0,8.0,7,Professional,Employed,True,327.0,11.0,5.0
98136,517564,2011-07-22 14:03:09.653,,36,Defaulted,2012-02-25 00:00:00.000,1.0,2.0,2,Other,Full-time,False,217.0,7.0,1.0
93500,517578,2011-07-21 13:11:45.590,,36,Chargedoff,2012-02-26 00:00:00.000,6.0,8.0,6,Tradesman - Electrician,Employed,False,219.0,7.0,6.0
110232,517607,2011-07-21 16:34:40.350,,36,Chargedoff,2012-07-19 00:00:00.000,3.0,6.0,1,Other,Employed,True,363.0,12.0,3.0
1628,517611,2011-07-21 15:26:32.003,,36,Chargedoff,2012-04-01 00:00:00.000,2.0,1.0,1,Executive,Employed,True,254.0,8.0,2.0
14343,517615,2011-07-22 18:24:45.297,,60,Chargedoff,2013-03-12 00:00:00.000,5.0,8.0,7,Construction,Employed,False,598.0,20.0,5.0
44856,517644,2011-07-21 18:08:38.823,,60,Chargedoff,2013-04-16 00:00:00.000,5.0,8.0,6,Medical Technician,Employed,False,634.0,21.0,5.0
71624,517647,2011-07-21 18:21:04.213,,36,Chargedoff,2012-12-25 00:00:00.000,2.0,5.0,6,Accountant/CPA,Employed,True,522.0,17.0,2.0
69160,517654,2011-07-23 07:11:47.893,,36,Chargedoff,2013-08-27 00:00:00.000,3.0,5.0,1,Nurse (LPN),Full-time,False,765.0,26.0,3.0
112028,517677,2011-07-21 20:39:21.660,,60,Chargedoff,2012-03-30 00:00:00.000,4.0,6.0,1,Sales - Commission,Employed,False,252.0,8.0,4.0
87357,517679,2011-07-21 22:20:17.087,,36,Chargedoff,2013-10-04 00:00:00.000,3.0,7.0,1,Other,Employed,True,805.0,27.0,3.0
34138,517722,2011-07-22 09:24:04.827,,60,Defaulted,2012-06-29 00:00:00.000,3.0,7.0,1,Other,Employed,True,342.0,11.0,3.0
71358,517750,2011-07-24 08:45:13.627,,36,Chargedoff,2012-06-18 00:00:00.000,5.0,9.0,1,Professional,Employed,True,329.0,11.0,5.0
38698,517751,2011-07-22 09:35:06.960,,36,Chargedoff,2012-04-29 00:00:00.000,2.0,3.0,1,Attorney,Employed,True,281.0,9.0,2.0
107437,517767,2011-07-22 10:35:22.103,,36,Chargedoff,2013-05-29 00:00:00.000,2.0,4.0,3,Other,Self-employed,False,676.0,23.0,2.0
65290,517785,2011-07-22 13:22:48.093,,36,Chargedoff,2012-10-02 00:00:00.000,6.0,8.0,7,Sales - Commission,Full-time,False,437.0,15.0,6.0
104353,517868,2011-07-22 21:20:55.733,,36,Defaulted,2012-11-26 00:00:00.000,3.0,5.0,1,Construction,Employed,True,492.0,16.0,3.0
57453,517879,2011-07-25 07:57:27.000,,60,Chargedoff,2012-07-16 00:00:00.000,6.0,8.0,2,Professor,Part-time,False,356.0,12.0,6.0
47829,517900,2011-07-25 09:19:30.770,,36,Defaulted,2013-03-31 00:00:00.000,1.0,3.0,1,Other,Full-time,False,614.0,20.0,1.0
79283,517979,2011-07-23 15:57:11.743,,36,Chargedoff,2013-02-27 00:00:00.000,2.0,4.0,1,Teacher,Employed,True,584.0,19.0,2.0
41309,518071,2011-07-26 06:39:31.407,,36,Defaulted,2012-08-29 00:00:00.000,2.0,4.0,3,Professional,Employed,True,399.0,13.0,2.0
64505,518081,2011-07-24 14:22:35.003,,36,Chargedoff,2012-11-27 00:00:00.000,1.0,1.0,3,Investor,Self-employed,True,491.0,16.0,1.0
36617,518082,2011-07-24 20:01:15.517,,36,Chargedoff,2014-01-30 00:00:00.000,6.0,8.0,1,Other,Employed,True,920.0,31.0,6.0
70101,518086,2011-07-26 07:46:49.670,,36,Defaulted,2013-11-27 00:00:00.000,4.0,6.0,1,Other,Retired,True,854.0,28.0,4.0
95850,518130,2011-07-25 07:15:15.057,,36,Chargedoff,2012-02-07 00:00:00.000,3.0,6.0,1,Accountant/CPA,Employed,False,196.0,7.0,3.0
2228,518136,2011-07-25 07:39:29.263,,36,Chargedoff,2014-02-17 00:00:00.000,2.0,2.0,3,Other,Full-time,True,937.0,31.0,2.0
85058,518143,2011-07-26 10:09:38.867,,36,Chargedoff,2013-09-27 00:00:00.000,3.0,4.0,7,Clerical,Full-time,False,793.0,26.0,3.0
1517,518150,2011-07-25 04:48:34.187,,60,Defaulted,2012-07-13 00:00:00.000,4.0,6.0,1,Principal,Employed,True,353.0,12.0,4.0
69203,518193,2011-07-25 11:39:56.743,,36,Chargedoff,2012-11-27 00:00:00.000,2.0,5.0,6,Professional,Employed,False,490.0,16.0,2.0
10729,518220,2011-07-25 14:31:15.953,,36,Chargedoff,2013-05-31 00:00:00.000,3.0,6.0,1,Other,Employed,False,675.0,22.0,3.0
93579,518224,2011-07-26 17:08:32.840,,60,Chargedoff,2012-04-03 00:00:00.000,4.0,7.0,7,Construction,Employed,True,251.0,8.0,4.0
38559,518257,2011-07-26 20:20:33.467,,60,Chargedoff,2013-11-10 00:00:00.000,6.0,9.0,1,Professional,Employed,True,837.0,28.0,6.0
95212,518260,2011-07-26 21:15:06.463,,36,Chargedoff,2012-07-29 00:00:00.000,1.0,3.0,1,Other,Employed,False,368.0,12.0,1.0
105453,518288,2011-07-25 14:30:03.380,,36,Defaulted,2013-02-28 00:00:00.000,6.0,9.0,1,Tradesman - Mechanic,Employed,True,583.0,19.0,6.0
93229,518351,2011-07-26 00:16:28.827,,36,Defaulted,2013-12-28 00:00:00.000,2.0,2.0,7,Retail Management,Employed,False,885.0,30.0,2.0
33926,518409,2011-07-26 10:29:09.360,,36,Defaulted,2013-02-01 00:00:00.000,6.0,9.0,1,Other,Full-time,False,555.0,18.0,6.0
104457,518412,2011-07-26 10:35:48.177,,36,Chargedoff,2013-11-04 00:00:00.000,2.0,7.0,7,Waiter/Waitress,Full-time,False,831.0,28.0,2.0
68854,518427,2011-07-26 12:11:02.213,,60,Chargedoff,2012-12-08 00:00:00.000,3.0,5.0,1,Teacher,Employed,True,500.0,17.0,3.0
87801,518428,2011-07-27 15:50:34.227,,36,Chargedoff,2012-01-17 00:00:00.000,2.0,4.0,7,Sales - Commission,Employed,False,173.0,6.0,2.0
43607,518464,2011-07-27 20:48:34.620,,60,Defaulted,2012-05-13 00:00:00.000,3.0,6.0,3,Other,Employed,True,290.0,10.0,3.0
16145,518480,2011-07-26 12:59:47.493,,36,Chargedoff,2012-08-29 00:00:00.000,2.0,4.0,1,Sales - Commission,Employed,False,399.0,13.0,2.0
59684,518505,2011-07-26 18:22:19.780,,60,Chargedoff,2013-07-08 00:00:00.000,3.0,2.0,1,Other,Employed,True,712.0,24.0,3.0
104289,518514,2011-07-26 20:13:19.860,,36,Defaulted,2012-07-05 00:00:00.000,6.0,8.0,6,Postal Service,Full-time,True,344.0,11.0,6.0
67472,518522,2011-07-26 15:19:36.093,,36,Defaulted,2013-07-31 00:00:00.000,1.0,1.0,1,Other,Full-time,True,735.0,24.0,1.0
57492,518546,2011-07-26 16:37:06.620,,36,Defaulted,2013-01-28 00:00:00.000,1.0,1.0,1,Nurse (RN),Full-time,True,551.0,18.0,1.0
13660,518548,2011-07-28 11:50:26.120,,36,Chargedoff,2013-10-05 00:00:00.000,3.0,7.0,2,Social Worker,Employed,True,799.0,27.0,3.0
80114,518613,2011-07-27 13:38:57.697,,36,Chargedoff,2012-03-30 00:00:00.000,3.0,4.0,1,Professional,Employed,True,246.0,8.0,3.0
72726,518711,2011-07-27 13:57:28.240,,36,Chargedoff,2013-01-02 00:00:00.000,1.0,3.0,7,Other,Other,False,524.0,17.0,1.0
22478,518786,2011-07-27 20:44:47.703,,36,Chargedoff,2012-08-12 00:00:00.000,3.0,6.0,3,Teacher,Employed,False,381.0,13.0,3.0
44518,518801,2011-07-27 21:45:37.303,,36,Defaulted,2012-03-21 00:00:00.000,4.0,4.0,1,Other,Employed,True,237.0,8.0,4.0
86698,518814,2011-07-28 17:27:39.690,,36,Chargedoff,2012-11-07 00:00:00.000,1.0,2.0,3,Sales - Retail,Full-time,False,467.0,16.0,1.0
77622,518840,2011-07-28 08:39:55.153,,36,Chargedoff,2012-07-29 00:00:00.000,2.0,5.0,1,Other,Not employed,False,366.0,12.0,2.0
43850,518864,2011-07-28 11:16:26.167,,36,Chargedoff,2012-09-02 00:00:00.000,2.0,5.0,1,Sales - Commission,Employed,False,401.0,13.0,2.0
108354,518869,2011-07-30 18:23:29.980,,36,Defaulted,2012-02-15 00:00:00.000,2.0,4.0,7,Retail Management,Full-time,False,199.0,7.0,2.0
55235,518875,2011-07-30 19:05:19.947,,36,Chargedoff,2014-02-14 00:00:00.000,2.0,4.0,1,Other,Not employed,False,929.0,31.0,2.0
24042,518930,2011-07-28 18:25:33.563,,36,Chargedoff,2012-08-17 00:00:00.000,2.0,5.0,1,Civil Service,Employed,True,385.0,13.0,2.0
60346,518973,2011-07-29 19:24:20.180,,36,Chargedoff,2012-12-03 00:00:00.000,2.0,7.0,1,Computer Programmer,Employed,False,492.0,16.0,2.0
15792,519029,2011-07-29 12:25:57.237,,36,Chargedoff,2013-12-16 00:00:00.000,2.0,4.0,7,Other,Other,True,870.0,29.0,2.0
107123,519056,2011-07-29 15:29:03.163,,36,Chargedoff,2012-02-07 00:00:00.000,2.0,3.0,7,Sales - Commission,Employed,False,192.0,6.0,2.0
64304,519061,2011-08-01 12:37:21.630,,36,Chargedoff,2012-02-16 00:00:00.000,3.0,7.0,1,Other,Employed,False,198.0,7.0,3.0
57814,519106,2011-08-01 16:04:45.743,,36,Chargedoff,2013-02-27 00:00:00.000,3.0,5.0,1,Professional,Employed,False,575.0,19.0,3.0
5618,519143,2011-07-30 10:22:33.820,,36,Chargedoff,2012-03-16 00:00:00.000,2.0,4.0,3,Computer Programmer,Employed,True,229.0,8.0,2.0
47616,519150,2011-07-31 16:47:00.070,,36,Chargedoff,2013-03-18 00:00:00.000,3.0,6.0,1,Administrative Assistant,Employed,True,595.0,20.0,3.0
60748,519177,2011-07-31 20:28:19.623,,36,Defaulted,2012-11-04 00:00:00.000,2.0,2.0,2,Retail Management,Employed,False,461.0,15.0,2.0
67373,519234,2011-08-01 08:56:33.650,,60,Chargedoff,2012-10-18 00:00:00.000,3.0,5.0,6,Social Worker,Self-employed,False,443.0,15.0,3.0
21431,519250,2011-08-02 10:40:18.317,,36,Chargedoff,2012-06-30 00:00:00.000,1.0,3.0,7,Other,Employed,True,332.0,11.0,1.0
46748,519259,2011-08-02 10:53:42.317,,36,Defaulted,2012-02-09 00:00:00.000,1.0,3.0,7,Teacher,Employed,True,190.0,6.0,1.0
4341,519278,2011-07-31 19:31:30.297,,36,Chargedoff,2013-02-11 00:00:00.000,2.0,5.0,1,Retail Management,Employed,False,560.0,19.0,2.0
95198,519291,2011-08-01 14:08:16.253,,36,Defaulted,2013-11-09 00:00:00.000,2.0,3.0,1,Civil Service,Full-time,True,830.0,28.0,2.0
6143,519397,2011-08-02 17:22:35.063,,36,Chargedoff,2012-08-26 00:00:00.000,3.0,6.0,6,Retail Management,Employed,True,389.0,13.0,3.0
33514,519443,2011-08-02 05:30:10.973,,36,Chargedoff,2012-10-11 00:00:00.000,1.0,1.0,1,Administrative Assistant,Employed,False,435.0,14.0,1.0
73657,519460,2011-08-03 06:28:14.653,,36,Chargedoff,2012-03-13 00:00:00.000,2.0,5.0,3,Medical Technician,Employed,False,222.0,7.0,2.0
40413,519465,2011-08-02 10:47:29.493,,36,Defaulted,2012-12-05 00:00:00.000,3.0,5.0,1,Other,Employed,False,490.0,16.0,3.0
14836,519466,2011-08-03 06:58:11.977,,36,Chargedoff,2013-09-19 00:00:00.000,2.0,4.0,1,Other,Employed,True,777.0,26.0,2.0
48530,519517,2011-08-03 09:55:25.523,,36,Chargedoff,2012-03-09 00:00:00.000,2.0,4.0,1,Other,Employed,True,218.0,7.0,2.0
17291,519518,2011-08-02 11:01:24.160,,36,Chargedoff,2012-10-10 00:00:00.000,3.0,7.0,1,Other,Employed,False,434.0,14.0,3.0
98784,519540,2011-08-02 13:52:35.677,,60,Chargedoff,2014-01-16 00:00:00.000,5.0,8.0,1,Other,Employed,False,897.0,30.0,5.0
46912,519547,2011-08-03 11:50:23.887,,36,Chargedoff,2013-08-10 00:00:00.000,1.0,1.0,1,Administrative Assistant,Full-time,False,737.0,25.0,1.0
36887,519548,2011-08-02 12:58:29.377,,36,Chargedoff,2013-08-16 00:00:00.000,2.0,4.0,7,Professional,Employed,True,744.0,25.0,2.0
55461,519581,2011-08-02 13:55:31.103,,60,Chargedoff,2013-04-18 00:00:00.000,6.0,9.0,1,Teacher,Full-time,False,624.0,21.0,6.0
43000,519588,2011-08-02 16:49:12.353,,36,Chargedoff,2012-02-08 00:00:00.000,2.0,5.0,7,Other,Retired,False,189.0,6.0,2.0
110877,519627,2011-08-02 18:51:54.977,,36,Chargedoff,2012-03-27 00:00:00.000,2.0,4.0,7,Teacher's Aide,Employed,False,237.0,8.0,2.0
90003,519675,2011-08-03 04:49:16.687,,36,Chargedoff,2012-06-18 00:00:00.000,2.0,5.0,1,Sales - Commission,Employed,False,319.0,11.0,2.0
70280,519678,2011-08-03 05:07:46.170,,36,Chargedoff,2012-01-11 00:00:00.000,2.0,5.0,3,Computer Programmer,Employed,False,160.0,5.0,2.0
106159,519709,2011-08-04 10:28:00.917,,36,Chargedoff,2012-10-16 00:00:00.000,2.0,4.0,7,Other,Other,True,438.0,15.0,2.0
12801,519756,2011-08-03 10:07:37.100,,36,Chargedoff,2012-07-09 00:00:00.000,1.0,2.0,7,Other,Employed,False,340.0,11.0,1.0
69814,519778,2011-08-04 16:29:25.930,,36,Chargedoff,2013-12-11 00:00:00.000,5.0,8.0,6,Retail Management,Employed,True,859.0,29.0,5.0
13440,519780,2011-08-03 12:15:28.943,,36,Chargedoff,2013-02-17 00:00:00.000,2.0,4.0,1,Clerical,Employed,False,563.0,19.0,2.0
97645,519850,2011-08-05 03:57:07.220,,36,Chargedoff,2012-12-24 00:00:00.000,3.0,6.0,2,Other,Other,False,506.0,17.0,3.0
16743,519882,2011-08-04 05:51:21.633,,36,Chargedoff,2012-08-08 00:00:00.000,1.0,1.0,2,Professional,Full-time,True,369.0,12.0,1.0
79660,519897,2011-08-04 08:10:40.600,,36,Chargedoff,2013-11-15 00:00:00.000,2.0,4.0,3,Executive,Self-employed,True,833.0,28.0,2.0
101341,519907,2011-08-05 09:53:48.463,,60,Chargedoff,2012-12-18 00:00:00.000,3.0,4.0,1,Other,Self-employed,False,500.0,17.0,3.0
98244,519946,2011-08-05 13:50:49.240,,36,Chargedoff,2014-01-15 00:00:00.000,2.0,4.0,1,Administrative Assistant,Full-time,False,893.0,30.0,2.0
36174,519948,2011-08-04 11:30:40.890,,12,Chargedoff,2012-02-15 00:00:00.000,3.0,8.0,1,Clerical,Employed,False,194.0,6.0,3.0
66426,519949,2011-08-05 13:58:10.923,,36,Chargedoff,2012-09-15 00:00:00.000,4.0,8.0,2,Other,Full-time,False,406.0,14.0,4.0
95521,519981,2011-08-04 12:58:47.900,,36,Chargedoff,2012-12-09 00:00:00.000,4.0,6.0,1,Nurse (LPN),Employed,True,492.0,16.0,4.0
84386,520010,2011-08-04 15:59:35.760,,36,Chargedoff,2013-09-07 00:00:00.000,2.0,4.0,1,Civil Service,Employed,True,764.0,25.0,2.0
57391,520091,2011-08-05 05:34:21.033,,36,Chargedoff,2014-01-09 00:00:00.000,1.0,1.0,7,Nurse (RN),Employed,True,887.0,30.0,1.0
80497,520108,2011-08-06 17:29:08.187,,36,Chargedoff,2012-10-15 00:00:00.000,6.0,8.0,1,Other,Retired,True,435.0,14.0,6.0
101525,520130,2011-08-05 09:22:06.773,,36,Chargedoff,2012-11-14 00:00:00.000,1.0,1.0,2,Administrative Assistant,Full-time,True,466.0,16.0,1.0
4199,520221,2011-08-05 12:46:22.680,,36,Defaulted,2012-02-15 00:00:00.000,4.0,6.0,2,Administrative Assistant,Employed,False,193.0,6.0,4.0
28437,520250,2011-08-05 22:48:09.043,,36,Chargedoff,2012-08-10 00:00:00.000,2.0,5.0,1,Skilled Labor,Employed,False,370.0,12.0,2.0
90552,520283,2011-08-06 07:47:54.840,,36,Chargedoff,2012-04-12 00:00:00.000,1.0,2.0,1,Military Enlisted,Employed,False,249.0,8.0,1.0
38580,520299,2011-08-05 22:39:41.700,,36,Defaulted,2013-04-16 00:00:00.000,2.0,4.0,1,Professional,Employed,False,619.0,21.0,2.0
78102,520364,2011-08-06 17:20:58.470,,36,Chargedoff,2013-04-25 00:00:00.000,1.0,2.0,1,Other,Other,True,627.0,21.0,1.0
24761,520426,2011-08-08 14:19:26.300,,36,Chargedoff,2013-06-25 00:00:00.000,3.0,6.0,1,Other,Other,False,686.0,23.0,3.0
101506,520432,2011-08-08 14:37:44.800,,36,Chargedoff,2012-09-16 00:00:00.000,2.0,4.0,1,Military Enlisted,Employed,True,404.0,13.0,2.0
72453,520498,2011-08-09 05:42:49.293,,36,Chargedoff,2013-04-19 00:00:00.000,3.0,7.0,1,Other,Employed,False,618.0,21.0,3.0
52485,520518,2011-08-07 18:56:04.430,,36,Defaulted,2013-03-20 00:00:00.000,6.0,8.0,1,Other,Employed,True,590.0,20.0,6.0
57511,520527,2011-08-07 20:39:07.637,,36,Chargedoff,2012-03-11 00:00:00.000,3.0,6.0,7,Administrative Assistant,Employed,True,216.0,7.0,3.0
99133,520564,2011-08-09 10:45:39.753,,36,Chargedoff,2012-06-23 00:00:00.000,1.0,3.0,6,Medical Technician,Full-time,False,318.0,11.0,1.0
111020,520587,2011-08-08 07:43:04.697,,36,Chargedoff,2013-07-12 00:00:00.000,3.0,7.0,1,Skilled Labor,Employed,False,703.0,23.0,3.0
60244,520603,2011-08-09 13:16:32.743,,60,Chargedoff,2012-06-26 00:00:00.000,3.0,5.0,1,Postal Service,Employed,True,321.0,11.0,3.0
63227,520625,2011-08-08 15:36:37.930,,36,Chargedoff,2013-02-22 00:00:00.000,1.0,3.0,7,Military Enlisted,Employed,False,563.0,19.0,1.0
40637,520639,2011-08-09 15:42:21.687,,36,Chargedoff,2013-06-26 00:00:00.000,2.0,5.0,1,Professional,Employed,True,686.0,23.0,2.0
60813,520655,2011-08-08 19:13:42.553,,36,Chargedoff,2012-07-19 00:00:00.000,2.0,5.0,2,Other,Other,False,345.0,12.0,2.0
102408,520700,2011-08-09 05:53:32.427,,36,Chargedoff,2013-10-23 00:00:00.000,5.0,8.0,1,Professional,Employed,True,805.0,27.0,5.0
69469,520761,2011-08-08 19:42:10.553,,60,Chargedoff,2013-07-24 00:00:00.000,6.0,8.0,1,Sales - Commission,Full-time,True,715.0,24.0,6.0
88272,520774,2011-08-10 10:39:16.120,,60,Chargedoff,2012-09-18 00:00:00.000,3.0,5.0,1,Teacher,Employed,True,404.0,13.0,3.0
70887,520786,2011-08-10 11:11:18.523,,60,Defaulted,2012-12-18 00:00:00.000,4.0,7.0,1,Professional,Employed,True,495.0,16.0,4.0
74873,520807,2011-08-10 14:21:58.290,,36,Defaulted,2013-01-23 00:00:00.000,2.0,5.0,2,Administrative Assistant,Employed,True,531.0,18.0,2.0
59550,520939,2011-08-11 07:10:48.137,,60,Chargedoff,2013-06-17 00:00:00.000,6.0,9.0,3,Executive,Employed,True,675.0,22.0,6.0
83208,520963,2011-08-11 08:21:07.700,,36,Chargedoff,2012-06-25 00:00:00.000,2.0,4.0,3,Sales - Commission,Self-employed,True,318.0,11.0,2.0
104005,520978,2011-08-11 08:59:35.893,,36,Chargedoff,2012-08-29 00:00:00.000,2.0,5.0,7,Sales - Retail,Employed,False,383.0,13.0,2.0
2463,521050,2011-08-11 13:14:23.713,,36,Chargedoff,2013-01-17 00:00:00.000,3.0,5.0,1,Clerical,Employed,True,524.0,17.0,3.0
105773,521112,2011-08-10 11:34:45.560,,60,Defaulted,2012-04-26 00:00:00.000,3.0,5.0,1,Other,Other,False,259.0,9.0,3.0
90173,521115,2011-08-10 11:42:46.960,,36,Chargedoff,2012-12-18 00:00:00.000,5.0,8.0,7,Sales - Commission,Employed,True,495.0,16.0,5.0
47898,521152,2011-08-11 19:24:29.133,,36,Chargedoff,2012-01-19 00:00:00.000,2.0,4.0,2,Professional,Employed,True,160.0,5.0,2.0
10700,521173,2011-08-11 22:04:23.293,,36,Defaulted,2012-05-24 00:00:00.000,3.0,6.0,2,Waiter/Waitress,Employed,True,286.0,10.0,3.0
81809,521279,2011-08-11 17:27:11.847,,12,Chargedoff,2012-06-30 00:00:00.000,3.0,6.0,1,Other,Not employed,False,323.0,11.0,3.0
65694,521322,2011-08-11 08:15:56.280,,36,Chargedoff,2012-09-15 00:00:00.000,2.0,5.0,1,Other,Employed,False,400.0,13.0,2.0
87321,521333,2011-08-12 03:29:25.883,,36,Chargedoff,2012-02-18 00:00:00.000,3.0,7.0,7,Other,Other,False,189.0,6.0,3.0
110600,521360,2011-08-12 08:28:48.603,,36,Chargedoff,2012-06-20 00:00:00.000,3.0,6.0,1,Other,Employed,True,312.0,10.0,3.0
78556,521365,2011-08-13 05:42:24.317,,36,Chargedoff,2012-01-23 00:00:00.000,2.0,4.0,7,Other,Employed,True,162.0,5.0,2.0
84741,521375,2011-08-12 10:46:10.210,,36,Chargedoff,2012-07-19 00:00:00.000,2.0,6.0,1,Other,Employed,False,341.0,11.0,2.0
72632,521393,2011-08-12 12:22:56.807,,36,Chargedoff,2012-01-30 00:00:00.000,2.0,5.0,7,Social Worker,Employed,False,170.0,6.0,2.0
1017,521411,2011-08-12 13:29:20.647,,36,Chargedoff,2012-09-24 00:00:00.000,3.0,6.0,1,Engineer - Electrical,Employed,True,408.0,14.0,3.0
55400,521431,2011-08-13 15:12:16.643,,36,Chargedoff,2013-06-24 00:00:00.000,2.0,4.0,1,Other,Employed,False,680.0,23.0,2.0
104611,521526,2011-08-12 05:27:15.033,,36,Defaulted,2014-01-16 00:00:00.000,1.0,3.0,1,Other,Employed,False,887.0,30.0,1.0
12862,521556,2011-08-12 08:20:30.460,,36,Chargedoff,2012-06-18 00:00:00.000,2.0,4.0,1,Nurse (RN),Employed,True,310.0,10.0,2.0
7654,521578,2011-08-15 04:54:40.577,,36,Chargedoff,2012-01-24 00:00:00.000,2.0,4.0,7,Other,Employed,True,161.0,5.0,2.0
109363,521579,2011-08-14 07:54:12.820,,36,Defaulted,2012-08-24 00:00:00.000,3.0,3.0,2,Nurse (RN),Employed,True,375.0,12.0,3.0
108957,521583,2011-08-12 10:34:16.460,,36,Defaulted,2012-05-02 00:00:00.000,3.0,6.0,1,Nurse's Aide,Employed,False,263.0,9.0,3.0
87999,521615,2011-08-14 11:25:04.420,,60,Chargedoff,2013-03-02 00:00:00.000,6.0,10.0,7,Analyst,Employed,True,565.0,19.0,6.0
79485,521631,2011-08-12 13:29:02.180,,36,Chargedoff,2012-06-30 00:00:00.000,2.0,4.0,1,Laborer,Employed,False,322.0,11.0,2.0
87580,521632,2011-08-15 09:22:20.127,,60,Defaulted,2013-03-28 00:00:00.000,3.0,7.0,1,Clergy,Employed,True,590.0,20.0,3.0
55705,521691,2011-08-12 18:44:25.700,,60,Chargedoff,2013-05-01 00:00:00.000,3.0,6.0,1,Chemist,Employed,True,627.0,21.0,3.0
83340,521694,2011-08-12 18:54:53.387,,36,Chargedoff,2013-04-10 00:00:00.000,2.0,2.0,1,Food Service,Full-time,True,606.0,20.0,2.0
47556,521698,2011-08-15 14:14:06.963,,36,Chargedoff,2012-04-19 00:00:00.000,1.0,1.0,3,Sales - Retail,Self-employed,False,247.0,8.0,1.0
43327,521734,2011-08-15 16:51:54.857,,36,Chargedoff,2012-01-30 00:00:00.000,1.0,2.0,1,Laborer,Employed,False,167.0,6.0,1.0
11475,521762,2011-08-15 08:39:51.487,,36,Chargedoff,2012-07-31 00:00:00.000,2.0,4.0,3,Investor,Self-employed,False,350.0,12.0,2.0
59361,521770,2011-08-15 19:31:14.093,,36,Chargedoff,2012-08-30 00:00:00.000,2.0,5.0,1,Professional,Employed,True,380.0,13.0,2.0
29025,521794,2011-08-15 23:54:56.837,,60,Defaulted,2013-06-02 00:00:00.000,5.0,8.0,3,Nurse (RN),Employed,False,656.0,22.0,5.0
105190,521797,2011-08-16 05:18:56.083,,36,Chargedoff,2013-08-18 00:00:00.000,1.0,1.0,3,Social Worker,Full-time,True,732.0,24.0,1.0
9304,521822,2011-08-15 12:17:06.920,,36,Chargedoff,2012-01-30 00:00:00.000,2.0,5.0,7,Landscaping,Employed,False,167.0,6.0,2.0
108384,521823,2011-08-13 17:08:40.073,,36,Chargedoff,2013-12-19 00:00:00.000,5.0,8.0,1,Professional,Employed,False,858.0,29.0,5.0
24296,521854,2011-08-16 10:13:50.990,,36,Chargedoff,2012-05-30 00:00:00.000,3.0,7.0,1,Nurse (LPN),Employed,False,287.0,10.0,3.0
4742,521858,2011-08-15 14:57:02.197,,36,Chargedoff,2014-01-30 00:00:00.000,2.0,5.0,7,Fireman,Employed,False,898.0,30.0,2.0
96425,521866,2011-08-16 11:03:57.127,,36,Chargedoff,2012-08-23 00:00:00.000,1.0,2.0,1,Laborer,Employed,True,372.0,12.0,1.0
55950,521941,2011-08-16 14:42:40.677,,36,Chargedoff,2012-05-01 00:00:00.000,2.0,5.0,1,Bus Driver,Employed,False,258.0,9.0,2.0
2059,521968,2011-08-16 18:02:17.157,,12,Defaulted,2012-05-01 00:00:00.000,2.0,4.0,7,Professional,Self-employed,False,258.0,9.0,2.0
100230,521978,2011-08-16 07:32:59.953,,36,Chargedoff,2013-09-28 00:00:00.000,2.0,4.0,3,Computer Programmer,Employed,False,773.0,26.0,2.0
103,521989,2011-08-16 20:24:41.713,,36,Chargedoff,2012-04-01 00:00:00.000,3.0,6.0,6,Sales - Commission,Employed,False,228.0,8.0,3.0
91553,522005,2011-08-16 10:01:03.370,,36,Chargedoff,2014-01-30 00:00:00.000,6.0,9.0,3,Executive,Employed,False,897.0,30.0,6.0
100388,522020,2011-08-16 10:20:44.823,,36,Chargedoff,2013-07-29 00:00:00.000,6.0,8.0,6,Laborer,Employed,False,712.0,24.0,6.0
86173,522025,2011-08-17 07:11:04.843,,36,Chargedoff,2012-08-23 00:00:00.000,1.0,2.0,3,Retail Management,Self-employed,True,371.0,12.0,1.0
8746,522044,2011-08-16 11:50:26.460,,36,Chargedoff,2012-04-23 00:00:00.000,2.0,4.0,1,Professional,Employed,False,250.0,8.0,2.0
11818,522065,2011-08-16 13:14:18.473,,36,Chargedoff,2013-04-03 00:00:00.000,2.0,4.0,7,Other,Not employed,False,595.0,20.0,2.0
108576,522070,2011-08-17 10:40:57.177,,36,Chargedoff,2013-01-29 00:00:00.000,3.0,6.0,3,Food Service Management,Employed,False,530.0,18.0,3.0
104924,522081,2011-08-15 11:26:21.033,,36,Defaulted,2012-01-30 00:00:00.000,1.0,3.0,1,Clerical,Employed,True,167.0,6.0,1.0
82246,522086,2011-08-16 16:54:56.310,,36,Defaulted,2012-06-19 00:00:00.000,1.0,3.0,1,Other,Not employed,True,307.0,10.0,1.0
57826,522088,2011-08-17 12:11:14.407,,36,Chargedoff,2012-01-30 00:00:00.000,1.0,2.0,3,Professional,Employed,True,165.0,6.0,1.0
14146,522125,2011-08-16 20:06:40.000,,36,Chargedoff,2012-09-30 00:00:00.000,3.0,5.0,7,Other,Employed,False,410.0,14.0,3.0
